Username,rawTweet,hashtags,mentions,fromUser
AdolfoF92932835,"@jczamora @orellanafredy1 @PrensaComunitar @lahoragt @PlazaPublicaGT @cmendeza @JLFont001 @mmendoza_GT @MarielosMonzon @BArevalodeLeon @OJGuatemala @PacoGoldman Recuerda que hubo empleados de Aldeas y abogados que los obligaste a mentir y después se retractaron al estar como testigos,  hay declaraciones grabadas en las cuales hablan de vos falsificaste actas de compraventa @MPguatemala",,"jczamora, orellanafredy1, PrensaComunitar, lahoragt, PlazaPublicaGT, cmendeza, JLFont001, mmendoza_GT, MarielosMonzon, BArevalodeLeon, OJGuatemala, PacoGoldman, MPguatemala",
FunkyPashMonky,@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon https://t.co/czbcWlIP5U,,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
Edwinfolgar1,"@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Ahora endiosando a una tipa que tenía un odio contra Guatemala, una mujer q toda su vida fue un parásito y q jamás aportó nada bueno, aún teniendo la oportunidad cuando fue ministra.  Ya se enfrentó al juez justo, q no tendrá por inocente al q es culpable.",,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
AJutzuy,@C_SMaldonado @el_pais @BArevalodeLeon Y un periódico menos comunista no había?,,"C_SMaldonado, el_pais, BArevalodeLeon",
fran5720os,@GuatemalaGob @BArevalodeLeon @KarinHerreraVP @ViceGuatemala 🤣🤣🤮🤮🤮🤮🤮,,"GuatemalaGob, BArevalodeLeon, KarinHerreraVP, ViceGuatemala",
Edwinfolgar1,@JavieraNath @KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Completamente de acuerdo con su comentario.,,"JavieraNath, KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
enema_vaginal,"@BArevalodeLeon si es cierto que fuma mota, que espera para legalizar la hiesca.",,BArevalodeLeon,
cbarreno24,"@C_SMaldonado @el_Periodico @el_pais @BArevalodeLeon Claro que sigue y seguirá, si no se hace una limpieza. Urge la limpieza, ahorita aún está en manos de las comisiones de postulación. Pero con las condiciones que piden para las tachas lo veo muy lejano.",,"C_SMaldonado, el_Periodico, el_pais, BArevalodeLeon",
fran5720os,@IsaPaiz_ @BArevalodeLeon @KarinHerreraVP Come 💩💩💩 mejor 🤮🤮,,"IsaPaiz_, BArevalodeLeon, KarinHerreraVP",
SoyLibertad79,@MARODROS @BArevalodeLeon Así mismo es!!!,,"MARODROS, BArevalodeLeon",
pulino316,"@marvgcaceres @diaco_gt @GuatemalaGob @viniciogutierr3 @BArevalodeLeon @soy_502 @EmisorasUnidas @JLFont001 @SATGT @samuel_pz @lahoragt @PublinewsGT @Lared1061 Para esta el @MPguatemala y no los que mencionas, SOBURRO",,"marvgcaceres, diaco_gt, GuatemalaGob, viniciogutierr3, BArevalodeLeon, soy_502, EmisorasUnidas, JLFont001, SATGT, samuel_pz, lahoragt, PublinewsGT, Lared1061, MPguatemala",
Rodolfo24172105,@ElQueNews @BArevalodeLeon Este pasquin ya no disimula para quien trabaja. Está jodida el hambre por lo visto. Se agachan tanto que enseñan el  *️⃣,,"ElQueNews, BArevalodeLeon",
Lobo875R,@DavidishosI Con @BArevalodeLeon,,"DavidishosI, BArevalodeLeon",
Dupin07,@QuiqueGodoy @BArevalodeLeon #NuncaConElPactoDeCorruptos...,NuncaConElPactoDeCorruptos,"QuiqueGodoy, BArevalodeLeon",
Dupin07,"@QuiqueGodoy Quique, Es muy prematura empezar con la estrategia a seguir para las prox elecciones generales? o ya estamos tarde?. @BArevalodeLeon que esta haciendo el partido que te llevo a la presidencia? vos no, pues hoy dia sos el presidente de TODOS... quien trabaja eso?",,"QuiqueGodoy, BArevalodeLeon",
MGonzalez55698,"@ElQueNews @BArevalodeLeon @FJimenezmingob Y es obvio, los de la derecha ya no reciben dinero por ningún lado y entonces se están dedicando a extorsionar",,"ElQueNews, BArevalodeLeon, FJimenezmingob",
Dupin07,"@QuiqueGodoy @MVillacortaOf @aldodavila_gt @BArevalodeLeon El #reventondecara q se llevaron tipos q se creían los ultra poderosos del manoseo politico como, Bandidon, la vieja zorra, la hija del genocida, la fam de monos, y otros satélites, LOS TIENE ATOLONDRADOS, pero como tienen mucha cuota de poder, aun respiran por la herida.",reventondecara,"QuiqueGodoy, MVillacortaOf, aldodavila_gt, BArevalodeLeon",
dimb502,@C_SMaldonado @el_pais @BArevalodeLeon https://t.co/kxFzhVeVMd,,"C_SMaldonado, el_pais, BArevalodeLeon",
dimb502,@C_SMaldonado @el_pais @BArevalodeLeon https://t.co/QWNeL1iRHn,,"C_SMaldonado, el_pais, BArevalodeLeon",
marielp82893334,"Domingo 8 de septiembre, 11:11, confiando que ya no forman parte de este @GuatemalaGob:

@diegoedeleon 
@raulbarreragt 
@AVillagran502 
@Merce_Moon 

Cumpliendo su palabra espero @BArevalodeLeon... https://t.co/HMfijdVxVl",,"GuatemalaGob, diegoedeleon, raulbarreragt, AVillagran502, Merce_Moon, BArevalodeLeon",
La_ReVoluZzion,"@C_SMaldonado @el_pais @BArevalodeLeon _
🤣🤣🤣🤣🤣🤣

¿ @el_pais financiado por la OPEN SOCIETY FOUNDATION de @georgesoros?
—Tené vergüenza maldito #FAFERO.

🌱🤡",FAFERO,"C_SMaldonado, el_pais, BArevalodeLeon, el_pais, georgesoros",
Dupin07,"@QuiqueGodoy Desp de la #cagada de ultima h de @MVillacortaOf y @aldodavila_gt,la unica opcion #pasadera era @BArevalodeLeon Luego el pueblo/la ciudadania hicimos bien. MEJOR NO PUDO SALIR. aunque en estos 4 años sigamos llevando v.
sigamos como podamos y nos vemos e las urnas. YesQuique¡","cagada, pasadera","QuiqueGodoy, MVillacortaOf, aldodavila_gt, BArevalodeLeon",
TheVigilanteGT,"@elakademicista @luisivanbriones @BArevalodeLeon Por que no te largas a Venezuela! Resentido de mierda! Es un gana, gana!! 
Vos ganas vivir en tu socialismo que tanto amas, y guate gana que un pendejo se vaya a la verga!! 
Anímate! Yo te pago el pasaje!!!",,"elakademicista, luisivanbriones, BArevalodeLeon",
JulioPushkin,"@C_SMaldonado @el_Periodico @el_pais @BArevalodeLeon Podré inútil, solo deja mal la
Imagen del país !! PATETICO!!!!!",,"C_SMaldonado, el_Periodico, el_pais, BArevalodeLeon",
SmartHuit,"@KiwiiiiGaby @BArevalodeLeon @josecsagt @samuel_pz @raulbarreragt Si, hablemos con China 🇨🇳",,"KiwiiiiGaby, BArevalodeLeon, josecsagt, samuel_pz, raulbarreragt",
GersonNavas,@BArevalodeLeon Estamos en la 💩,,BArevalodeLeon,
Noizquierda3,@C_SMaldonado @el_pais @BArevalodeLeon A bueno ya nos ahorramos el 40% en el ejecutivo 😂😂😂😂,,"C_SMaldonado, el_pais, BArevalodeLeon",
PedroMa47399018,"@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Usted es deleznable Karin. Bien sabe que ella jamás aportó nada positivo, más bien un esquema de corrupción, lo cual es Semilla en esencia .",,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
PFacticos,"@C_SMaldonado @el_pais @BArevalodeLeon La nueva corrupción que pseudo lidera este hijo de puta va a vaciar las arcas del Estado, va a generar inflación y miseria, este maldito va a terminar de destruir el país. MALDITO MIL VECES!",,"C_SMaldonado, el_pais, BArevalodeLeon",
RojoCesarC,"@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon La ministra que contrató miles de digotadores falsos.
La creadora del netcenter",,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
Vasquezfranqui,@BArevalodeLeon Tú madre ...tu no me representas como Presidente!!!!!!!!,,BArevalodeLeon,
noetineco,"@C_SMaldonado @el_pais @BArevalodeLeon La sociedad guatemalteca excreta la clase policiaca que tiene, y este señor, es un monigote uruguayo de los gringos y el g13, instalado en palacio nacional gracias al fraude organizado desde afuera. https://t.co/CsFb8BHoTY",,"C_SMaldonado, el_pais, BArevalodeLeon",
PEedugu,@JosMChacn2 Y de quien es la culpa ahora? De @FelixSinExcusas @FJimenezmingob @msemillagt o de @BArevalodeLeon o le van a seguir dando sus votos a Quiñonez y su increíble equipo de obras publicas?,,"JosMChacn2, FelixSinExcusas, FJimenezmingob, msemillagt, BArevalodeLeon",
Augustopazcar,"@C_SMaldonado @el_pais @BArevalodeLeon #ArevaloPresidente asumió sin tachas ni señalamientos, no pertenece a grupos politiqueros tradicionales, culto, educado, preparado    que no representa intereses de mafias empresariales tradicionalmente corruptas, narcotráfico cuerpos paralelos ilegales,y crimen organizado.",ArevaloPresidente,"C_SMaldonado, el_pais, BArevalodeLeon",
PERRINTARACENA,@guate_opina @BArevalodeLeon Shombre netcentero de MIERDA,,"guate_opina, BArevalodeLeon",
luisfzci,@C_SMaldonado @el_pais @BArevalodeLeon #Fakenews,Fakenews,"C_SMaldonado, el_pais, BArevalodeLeon",
GuatemalaGob,"El presidente @BArevalodeLeon participará en la semana de alto nivel de la asamblea general de Naciones Unidas.
https://t.co/S9HbjDpCNI",,BArevalodeLeon,
RandyEstrella1,"Pero definitivamente no podemos obviar la persecución de la fiscalía en contra del gobierno de @BArevalodeLeon en Guatemala, lo que ocurre en Honduras, la inestabilidad de Perú y el estancamiento social (que también es democracia) en Paraguay.",,BArevalodeLeon,
MirnaDeSoto1,@wjmartinv @BArevalodeLeon Gobierno de corruptos parásitos cobran son trabajar eso es corrupción  guatemala esta en el suelo los guatemaltecos  totalmente decepcionados  solo los indígenas pagados  ignorantes les creen,,"wjmartinv, BArevalodeLeon",
daf69feea8084a2,@IsaPaiz_ @BArevalodeLeon @KarinHerreraVP 😂 😂 😂 😂 😂 😂,,"IsaPaiz_, BArevalodeLeon, KarinHerreraVP",
Victor21486048,@BArevalodeLeon Al igual que la tía solo se sirvieron de dinero que les llegaba.,,BArevalodeLeon,
JuanSot27755062,@BArevalodeLeon Viejo oportunista fraudulento,,BArevalodeLeon,
Augustopazcar,"@C_SMaldonado @el_pais @BArevalodeLeon Para algunos es cuestión de oposición al partido que lo llevó al poder, de intereses personales y de grupo, para #Guatemala es un asunto de sovacamiento de su Democracia, Estado de Derecho, obstrucción a la justicia, abuso de poder  ejercido dsd grupos criminales de poder.",Guatemala,"C_SMaldonado, el_pais, BArevalodeLeon",
VManuel2023,@GersonGudielCas @BArevalodeLeon 🤣🤣🤣🤣🤣,,"GersonGudielCas, BArevalodeLeon",
gabs_orlando,@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon La china pisada no fue más q un demonio y una corrupta de primera ojalá esté en el infierno,,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
mrjack_mas,"@C_SMaldonado @el_Periodico @el_pais @BArevalodeLeon Entrevista a un enfermo mental mentiroso, quien le va a creer?? Con los echos dice totalmente lo contrario",,"C_SMaldonado, el_Periodico, el_pais, BArevalodeLeon",
krupp31416,@C_SMaldonado @el_pais @BArevalodeLeon La corrupción es la base del gobierno de @BArevalodeLeon mas de la mitad de sus funcionarios fueron parte de los gobiernos anteriores y el resto son aun mas corruptos que solo quieren dinero @C_SMaldonado @el_pais claro ejemplo los diputados @raulbarreragt @AVillagran502,,"C_SMaldonado, el_pais, BArevalodeLeon, BArevalodeLeon, C_SMaldonado, el_pais, raulbarreragt, AVillagran502",
wamado04,"@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Deberían de investigar antes cuantas personas murieron por el nepotismo de la mujer esa y familia,si es es su brújula con razón vamos en muy mal camino",,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
RubenChevezR,"@JeremyVaSo @GuatemalaGob @BArevalodeLeon @FJimenezmingob 20 pelones paralizan un país. Esto es una falta de respeto, es no considerar a los transportistas. Las autoridades deben de actuar de frente disolviendo a pura V a los revoltosos ! Eso es punitivo",,"JeremyVaSo, GuatemalaGob, BArevalodeLeon, FJimenezmingob",
irontripie,@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon ¿Faro de ética? Su gestión al frente del Ministerio de Salud grita todo lo contrario. Que descanse en paz y todo pero no mientan.,,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
KiwiiiiGaby,@BArevalodeLeon @josecsagt @samuel_pz no debemos quedarnos atras con la economía @raulbarreragt https://t.co/BRwwxuw0Kx,,"BArevalodeLeon, josecsagt, samuel_pz, raulbarreragt",
angeldelatrompe,"@C_SMaldonado @el_pais @BArevalodeLeon Ya va para el año de estar gobernando y sigue en campaña este gran inepto y su partida de seguidores que ya se les cayó la máscara aumento a los diputados era lo que querían con el aumento al presupuesto, así despilfarran el dinero del pueblo con hambre.",,"C_SMaldonado, el_pais, BArevalodeLeon",
VilmaVillatoro7,"@VicenteCarrera_ @Sandra_JovelP @UCLCGt @mingobguate @FJimenezmingob @GuatemalaGob @BArevalodeLeon Amenazas en publico! 
Lo dicho esta gente de mierda está tramando algo no contra el gobierno nada mas sino en contra de la población de los mas pobres y necesitados su sed de avaricia los delata. MALDITOS SEAN JOVEL Y SU CLICA",,"VicenteCarrera_, Sandra_JovelP, UCLCGt, mingobguate, FJimenezmingob, GuatemalaGob, BArevalodeLeon",
JulioLopez3167,@C_SMaldonado @el_pais @BArevalodeLeon Si porque en el ejecutivo desapareció absolutamente!!! Son magos los semilleros!!!,,"C_SMaldonado, el_pais, BArevalodeLeon",
vicenteram45868,"@ElQueNews @BArevalodeLeon @FJimenezmingob El quetzal news otro NETCENTERO del pacto que se quedo sin coimas, que basura de pseudo periodistas anónimos hay ahora, fácil lanzar la piedra y esconder la mano. Cero propositivos, que dirá la APG",,"ElQueNews, BArevalodeLeon, FJimenezmingob",
melsitar,@PCampoll @BArevalodeLeon  le hablan,,"PCampoll, BArevalodeLeon",
Chofito63569841,@marielp82893334 @GuatemalaGob @BArevalodeLeon Con Michelle si tenemos confianza que las noticias son fidedignas https://t.co/5uEb1D7bJK,,"marielp82893334, GuatemalaGob, BArevalodeLeon",
josalore,@guate_opina @BArevalodeLeon Extrañan a Gaymatei,,"guate_opina, BArevalodeLeon",
GaboJ,@BArevalodeLeon Mejor armese de webos y saque a los corruptos,,BArevalodeLeon,
mabesiekavizza,@BArevalodeLeon esto Señor Presidente se debe hacer en Guate lo antes posible. Se destruirian las mafias que hay desde las cárceles del país.,,BArevalodeLeon,pablocasx1
Jenzaros2,"@C_SMaldonado @el_pais @BArevalodeLeon Ese fraudulento lo único que sabe hacer es quejarse, en el Pais no hace nada, es un inútil e incompetente, que a nivel global del presupuesto,su administración tiene una ejecución del 28% y ya casi llegamos a octubre!! https://t.co/GmoXihFzMZ",,"C_SMaldonado, el_pais, BArevalodeLeon",
WalterQuiejnay,@alejochrislu @jczamora @MPguatemala @AndresSuarezJ @France24_es @CIDH @RELE_CIDH @PVacaV @volker_turk @UNHumanRights @BArevalodeLeon @pressfreedom @RSF_inter Come mierda Netcenter,,"alejochrislu, jczamora, MPguatemala, AndresSuarezJ, France24_es, CIDH, RELE_CIDH, PVacaV, volker_turk, UNHumanRights, BArevalodeLeon, pressfreedom, RSF_inter",
__AnakinGT,"@FerreroLuis @KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Esa 0ta solo siguió la
ruta familiar, esos chinos
mierdas todos han sido
vividores del Estado.",,"FerreroLuis, KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
manuc8a,"@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Estos chairos como siempre, queriendo hacer martires a sus compinches por hacer nada....",,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
LuisMarcaGuate,"@C_SMaldonado @el_pais @BArevalodeLeon Sigue en campaña Arevago 🤣 hay que decirle que ya no es tiempo de venderse, hay que accionar.",,"C_SMaldonado, el_pais, BArevalodeLeon",
Ruff58723096,@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Billete en paleta que tiene esa familia. Nunca pasarán penas solo de la muerte no se pudieron librar,,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
Arnoldo1621017,"@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon El desgobierno actual sacando el cobre con sus homenajes a una clica que jamás ni nunca fue de beneficio para los guatemaltecos.
Los 4 Mil digitadores sin computadora, uno de los tantos trances de esta nefasta familia, hasta la farsa de la muerte de la Mirna, son un chiste barato",,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
Tatiana79580643,"@carlillos999 @RafaelCarrerra @BancadaSemilla @BArevalodeLeon @lhazmitia @GuatemalaGob @DavidishosI @KarinHerreraVP @aldodavila_gt @Guatealejandro @VENENO_CRUZ @claroguatemala @Tigo_GT Hijas de puta,cuando eran muertas d hambre escondian las uñas y decian q todo era para el pueblo. Ahora nuestra indignacion de tanto robo d semilla la usan d papel toilet. La culpa no es del delincuente, es d las instituciones q se lo permiten. Si yo fiera presi todos al bote",,"carlillos999, RafaelCarrerra, BancadaSemilla, BArevalodeLeon, lhazmitia, GuatemalaGob, DavidishosI, KarinHerreraVP, aldodavila_gt, Guatealejandro, VENENO_CRUZ, claroguatemala, Tigo_GT",
raqu85549,"@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon El odio que mantuvo en su ser la consumió y se la llevó, por mala, por lucrar del pueblo, por tanto resarcimientos recibidos a costa de tener presos a los militares por odio!
Ya tiene su pago en el infierno!",,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
byRachelM,"@marvgcaceres @diaco_gt @GuatemalaGob @viniciogutierr3 @BArevalodeLeon @soy_502 @EmisorasUnidas @JLFont001 @SATGT @samuel_pz @lahoragt @PublinewsGT @Lared1061 Las puma son lo peor, eso se viene escuchando hace rato. Que ellos mezclan la gas. Siempre echen Texaco o Shell",,"marvgcaceres, diaco_gt, GuatemalaGob, viniciogutierr3, BArevalodeLeon, soy_502, EmisorasUnidas, JLFont001, SATGT, samuel_pz, lahoragt, PublinewsGT, Lared1061",
Ileanalvar93077,@GUEVARAREINITA @VicenteCarrera_ @Sandra_JovelP @UCLCGt @mingobguate @FJimenezmingob @GuatemalaGob @BArevalodeLeon https://t.co/gaJrdoarQS,,"GUEVARAREINITA, VicenteCarrera_, Sandra_JovelP, UCLCGt, mingobguate, FJimenezmingob, GuatemalaGob, BArevalodeLeon",
elrosaenverdese,"@ElQueNews @BArevalodeLeon @FJimenezmingob la delincuencia en general son empleados de los dipucacos corruptos, del mendez ruin, del MP, los envian para que hagan terrorismo y asi culpar al gobierno",,"ElQueNews, BArevalodeLeon, FJimenezmingob",
GersonDavid502,@GlowGt502 @VerduoOsca49062 @jimmymoralesgt @DrGiammattei @BArevalodeLeon Arevalo corrupto,,"GlowGt502, VerduoOsca49062, jimmymoralesgt, DrGiammattei, BArevalodeLeon",
Gabriel14356230,@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Pasarán mil años y siempre se le recordara como corrupta,,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
Anita_bol,@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon La señora ni como Ministra ni como Diputada hizo algo en beneficio de la población no la quieran poner como estandarte de ética o profesionalismo.,,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
yocquetegusta,"@BArevalodeLeon Medio guevo, ladron, no servis para nada, todo esta peor.",,BArevalodeLeon,
Gabriel14356230,@BArevalodeLeon Corrupta semillera,,BArevalodeLeon,
MrCruzGt,@wjmartinv @BArevalodeLeon https://t.co/Zg5zsj45l1,,"wjmartinv, BArevalodeLeon",
castagui,"@BArevalodeLeon “Seguiremos”…. Disculpe presidente, y cuando empezaron ⁉️",,BArevalodeLeon,
wamado04,"@BArevalodeLeon Mejor investigue cuanta gente murió por sus manos y su legislación, ningún centro de ayuda o salud merece tener ese nombre y apellido tan Ruin",,BArevalodeLeon,
velvetfabiola,@Moccachokolata @BArevalodeLeon a parte de fraudulento mentiroso y pendejo.,,"Moccachokolata, BArevalodeLeon",
Elemasurf,@ChomboOme @ElQueNews @BArevalodeLeon @FJimenezmingob Vos sos el estúpido al creer que al que no le gusten los corruptos es semillero y ahí está la información de quienes llevan las denuncias por extorsion… pendejo. https://t.co/SbbW27MwrN,,"ChomboOme, ElQueNews, BArevalodeLeon, FJimenezmingob",
