Username,rawTweet,hashtags,mentions,fromUser,clean_tweet,emojis_str,emoji_count
LeoMarkSal,@GersonGudielCas Nos va comer la gran puta y todo por dejados y porque @BArevalodeLeon y @BancadaSemilla están de adorno!,,"GersonGudielCas, BArevalodeLeon, BancadaSemilla",,gersongudielcas va comer gran puta dejados barevalodeleon bancadasemilla adorno,,0
ergt2020,"@EliMarios_ @BArevalodeLeon EL SIMPLE SENTIDO COMUN NOS DICE QUE SINO HAN SIDO CAPACES DE RESOLVER UN PROBLEMA TAN FACIL COMO LO DEL KM 44, SERÁ QUE TENDRÁN LA CAPACIDAD TECNICA,ADMINISTRATIVA Y DE EJECUCION, PARA HACER ESOS 8 PUESTOS DE SALUD?QUE RIDICULO SE VE EL FANATISMO O LOS QUE OPINAN ASALARIADOS NET",,"EliMarios_, BArevalodeLeon",,elimarios barevalodeleon simple comun dice sino sido capaces resolver problema tan facil km capacidad tecnica administrativa ejecucion hacer puestos salud ridiculo ve fanatismo opinan asalariados net,,0
87kikin,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA En esos datos no está que de los capturados pistearon a sus policías y los dejaron libres!,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca datos capturados pistearon policías dejaron libres,,0
LeoMarkSal,"@Factor4_GT A @BArevalodeLeon y @BancadaSemilla se les dio el voto, no para que cambiaran el país en cuatro años, no para que nos conviertan en Suiza; lo único que se les pidió fue que limpiaran el MP porque cayendo uno caen todos, pero nada. ¡Tremenda decepción! @samuel_pz @raulbarreragt",,"Factor4_GT, BArevalodeLeon, BancadaSemilla, samuel_pz, raulbarreragt",,gt barevalodeleon bancadasemilla dio voto cambiaran país cuatro años conviertan suiza único pidió limpiaran mp cayendo caen tremenda decepción samuel pz raulbarreragt,,0
elanalistagt2,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA Ministro no publique estas noticias porque se enoja @Sandra_JovelP ella no quiere que cambien las cosas quiere que sigan igual cuando el corrupto de jimmy fue presidente,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA, Sandra_JovelP",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca ministro publique noticias enoja sandra jovelp quiere cambien cosas quiere sigan igual corrupto jimmy presidente,,0
gamaliel_matheu,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA Que tal la moronga del fin de semana!,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca tal moronga fin semana,,0
IxChel71,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA Por esto S. Jovel lo quiere fuera. Hay que darse cuenta quién es aquí la que debe renunciar.,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca s jovel quiere darse cuenta quién aquí debe renunciar,,0
davefilipi,"@royalvaradogt @BArevalodeLeon Formó partido fraudulento llegó a la presidencia con fraude y están trabajando igual , poniendo gente mediocre en los puestos solo por compromiso político y tratando de salir de pobre a costa del pueblo y más los tontos que le creen sus mentiras",,"royalvaradogt, BArevalodeLeon",,royalvaradogt barevalodeleon formó partido fraudulento llegó presidencia fraude trabajando igual poniendo gente mediocre puestos solo compromiso político tratando salir pobre costa pueblo tontos creen mentiras,,0
Alfredo93672277,@VicenteCarrera_ @Sandra_JovelP @UCLCGt @mingobguate @FJimenezmingob @GuatemalaGob @BArevalodeLeon A la coptacion  de cortes,,"VicenteCarrera_, Sandra_JovelP, UCLCGt, mingobguate, FJimenezmingob, GuatemalaGob, BArevalodeLeon",,vicentecarrera sandra jovelp uclcgt mingobguate fjimenezmingob guatemalagob barevalodeleon coptacion cortes,,0
de_don61347,@C_SMaldonado @el_pais @BArevalodeLeon Simón te creemos 🤭😂🤣🤡🤡🤡🤭😂🤣 https://t.co/ykBpGSSIsw,,"C_SMaldonado, el_pais, BArevalodeLeon",,c smaldonado pais barevalodeleon simón creemos,🤭 😂 🤣 🤡 🤡 🤡 🤭 😂 🤣,9
de_don61347,@GuatemalaGob @BArevalodeLeon Las observaciones internacionales son cómplices del FRAUDE ELECTORAL.,,"GuatemalaGob, BArevalodeLeon",,guatemalagob barevalodeleon observaciones internacionales cómplices fraude electoral,,0
Humbert41818287,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA Y a las cárceles sigue entrando de todo.,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca cárceles sigue entrando,,0
danzarinus,@BArevalodeLeon Viejo pajero eso lo hizo el gobierno anterior 😂,,BArevalodeLeon,,barevalodeleon viejo pajero hizo gobierno anterior,😂,1
EmgaGuerrero,"@BArevalodeLeon Consulta seria.  
Cada uno de esos centros ya cuentan con personal administrativo,  operativo, ambulancia , insumos médicos? 

De no ser asi, no sirve de nada saludar con sombrero ajeno. 

Aparte fuera que inauguraran los Centros con todo lo necesario",,BArevalodeLeon,,barevalodeleon consulta seria cada centros cuentan personal administrativo operativo ambulancia insumos médicos ser asi sirve saludar sombrero ajeno aparte inauguraran centros necesario,,0
guate_opina,"@SandraP28336385 @BArevalodeLeon Lo que le pagan al tu mamá por prestarlo.

Semilleros cerebro de camarón.

Porque todos los anteriores eran mulas, hay que aguantar a otro más mula y ladronote.

Semillerosssss MULAAAAASSSSS",,"SandraP28336385, BArevalodeLeon",,barevalodeleon pagan mamá prestarlo semilleros cerebro camarón anteriores mulas aguantar mula ladronote semillerosssss mulaaaaasssss,,0
BuenafeIlse,"@Nabucod91213966 @BArevalodeLeon ""DONARSE""...sí sabe qué es verdad? Ja...ja...ja!",,"Nabucod91213966, BArevalodeLeon",,barevalodeleon donarse sabe verdad ja ja ja,,0
GusAR10,"@AneliseHundman Mientras tanto ustede solo viendon verdad, pedazos de HUEVOS DE AGUA @BArevalodeLeon @KarinHerreraVP @samuel_pz @rocasgt @AVillagran502 @DavidishosI @rochaeta @Vicpalala @luicacerg @Merce_Moon @josecsagt @luisvengt por quedarse como estupidos solo viendo y no ayudar al cambio!",,"AneliseHundman, BArevalodeLeon, KarinHerreraVP, samuel_pz, rocasgt, AVillagran502, DavidishosI, rochaeta, Vicpalala, luicacerg, Merce_Moon, josecsagt, luisvengt",,anelisehundman mientras ustede solo viendon verdad pedazos huevos agua barevalodeleon karinherreravp samuel pz rocasgt davidishosi rochaeta vicpalala luicacerg merce moon josecsagt luisvengt quedarse estupidos solo viendo ayudar cambio,,0
ElrevoltijoGT,"La OEA es el pañal de los fraudes electorales, o lo van a negar?
@OEA_oficial 
@Almagro_OEA2015 
@BArevalodeLeon",,"OEA_oficial, Almagro_OEA2015, BArevalodeLeon",GuatemalaGob,oea pañal fraudes electorales van negar oea oficial almagro barevalodeleon,,0
GuatemalaGob,"#EnEntrevistaElPaís | Las observaciones internacionales en nuestro caso fueron fundamentales durante las elecciones. El papel que jugó la Organización de Estados Americanos fue sumamente importante. Fue un marco fundamental para que los y las guatemaltecas que estábamos luchando por hacer valer nuestros derechos políticos fueran escuchados y respetados. 

🔗 Link de la entrevista: https://t.co/f1YX3qQPOZ",EnEntrevistaElPaís,,,enentrevistaelpaís observaciones internacionales caso fundamentales elecciones papel jugó organización americanos sumamente importante marco fundamental guatemaltecas luchando hacer valer derechos políticos escuchados respetados link entrevista,🔗,1
suchiniluis,"@estuardoespana @BArevalodeLeon La cultura organización al si, sin embargo la contratación de personal idóneo para obtener resultados es del ejecutivo!",,"estuardoespana, BArevalodeLeon",,estuardoespana barevalodeleon cultura organización si embargo contratación personal idóneo obtener resultados ejecutivo,,0
UuujjjR,"@GuatemalaGob @BArevalodeLeon Pos yo digo. Queremos a la vieja plagio Consuelo Porras fuera del ente investigador (MP), presidente Dr. Bernardo Arévalo @BArevalodeLeon con eso se libra del pacto de corruptos y tendrá paz el país https://t.co/Haj63QKBYG",,"GuatemalaGob, BArevalodeLeon, BArevalodeLeon",,guatemalagob barevalodeleon pos digo queremos vieja plagio consuelo porras ente investigador mp presidente dr bernardo arévalo barevalodeleon libra pacto corruptos paz país,,0
JHORRES,@royalvaradogt @BArevalodeLeon Jajaja te arde que haya ganado la opción digna. Sigue retorciéndote de la rabia 👍🏽,,"royalvaradogt, BArevalodeLeon",,royalvaradogt barevalodeleon jajaja arde ganado opción digna sigue retorciéndote rabia,👍🏽,1
garcia196711,"@royalvaradogt @BArevalodeLeon Gracias x el halago señor licenciado en política internacional y master en sicología,graduado en la universidad de Harvard con honores. Come mierda mejor.",,"royalvaradogt, BArevalodeLeon",,royalvaradogt barevalodeleon gracias x halago señor licenciado política internacional master sicología graduado universidad harvard honores come mierda mejor,,0
Chrizzao,Ahuevos!! Con 9MM para darle de hartar a todos esos muertos de hambre como no!! Con eso el pacto tiene asegurado llevar a Guatemala al abismo sin retorno y @msemillagt apuesto a que también ya recibieron su parte pasa hacerse un lado... @BArevalodeLeon ya ni huele ni hiede,,"msemillagt, BArevalodeLeon",monymmorales,ahuevos darle hartar muertos hambre pacto asegurado llevar guatemala abismo retorno msemillagt apuesto recibieron parte pasa hacerse lado barevalodeleon huele hiede,,0
monymmorales,"Entre corruptos se protegen y ayudan.

PACTO DE CORRUPTOS.",,,,corruptos protegen ayudan pacto corruptos,,0
FPgabriel1,@UbaldoMacu @BArevalodeLeon @GuatemalaGob En que mundo de fantasía vivís? Indio estúpido,,"UbaldoMacu, BArevalodeLeon, GuatemalaGob",,ubaldomacu barevalodeleon guatemalagob mundo fantasía vivís indio estúpido,,0
rolanrama,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA Teatro barato! https://t.co/6Gb6oTWSbb,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca teatro barato,,0
StrangelBand,Igual que aquí en Guatemala con @BArevalodeLeon y 🌱🌈😬😵‍💫,,BArevalodeLeon,EmmaRincon,igual aquí guatemala barevalodeleon,🌱 🌈 😬 😵‍💫,4
EmmaRincon,"Revolución en el mercado inmobiliario argentino: los alquileres bajan un 26% y la oferta crece un 195%, gracias a las políticas económicas liberales del presidente @JMilei 

https://t.co/bTBF6KPohp",,JMilei,,revolución mercado inmobiliario argentino alquileres bajan oferta crece gracias políticas económicas liberales presidente jmilei,,0
EAlvaradoUcles7,"@CarlosChi87 @EmisorasUnidas @BArevalodeLeon Por eso quieren un presupuesto más grande para que siempre el 40% se vaya en corrupción pero ahora les toque un % a ellos. Si no miren a quienes tienen en el fondo de tierras y ministerio de comunicación, invasores de tierras y roba electricidad",,"CarlosChi87, EmisorasUnidas, BArevalodeLeon",,emisorasunidas barevalodeleon quieren presupuesto grande siempre vaya corrupción ahora toque si miren fondo tierras ministerio comunicación invasores tierras roba electricidad,,0
Kincho95,"@ElQueNews @BArevalodeLeon @FJimenezmingob @MPguatemala la están cagando. Ya no investigan nada, por eso el aumento de casos de extorsión",,"ElQueNews, BArevalodeLeon, FJimenezmingob, MPguatemala",,elquenews barevalodeleon fjimenezmingob mpguatemala cagando investigan aumento casos extorsión,,0
Chrizzao,"Q son pinches 50M para los 9MM q se hueviaron? @BArevalodeLeon ya perdió Guatemala verdad? Ya no hay marcha atrás? Estamos condenados, ya no se escuchó ni vio nada sobre esto, el presidente al final igual q el PDH ni visto ni oído.. Más fácil ver a otro lado.. También le darán $?",,BArevalodeLeon,UbaldoMacu,q pinches q hueviaron barevalodeleon perdió guatemala verdad marcha atrás condenados escuchó vio presidente final igual q pdh visto oído fácil ver lado darán,,0
UbaldoMacu,"En #Guatemala Las comisiones de postulación para magistrados de la Corte Suprema de Justicia, de apelaciones y otros organos jurisdiccionales de similar categorias  habrian recibido Q50 millones para permitir que los subalternos de Consuelo Porras jefa del @MPguatemala sigan https://t.co/UI0KltJNW0",Guatemala,MPguatemala,,guatemala comisiones postulación magistrados corte suprema justicia apelaciones organos jurisdiccionales similar categorias habrian recibido millones permitir subalternos consuelo porras jefa mpguatemala sigan,,0
EAlvaradoUcles7,"@EmisorasUnidas @BArevalodeLeon Si no han ejecutado el presupuesto actual de forma eficaz y eficiente, en serio creen poder ejecutar un presupuesto más grande?

Si hubieran ejecutado magistralmente el presupuesto actual se los creería, además que tienen delincuentes en puestos de suma importancia.",,"EmisorasUnidas, BArevalodeLeon",,emisorasunidas barevalodeleon si ejecutado presupuesto actual forma eficaz eficiente serio creen poder ejecutar presupuesto grande si ejecutado magistralmente presupuesto actual creería además delincuentes puestos suma importancia,,0
alejand22363073,@AbueloDeSiete @BArevalodeLeon y entonces paña???? contanos como es que sos un mantenido del estado igual que tu nana @ArmandoLeonGt,,"AbueloDeSiete, BArevalodeLeon, ArmandoLeonGt",,abuelodesiete barevalodeleon entonces paña contanos sos mantenido igual nana armandoleongt,,0
LCoquette7,"@DTransitoPNC Y en qué quieren que se mueva la gente? Ya fueron a ver la perdición en la que está Chinautla? No hay transporte público. Igual está zona 6, zona 18 algunos puntos de Mixco. 🤦🏻‍♀️ Y ustedes van muy lento. @GuatemalaGob @BArevalodeLeon",,"DTransitoPNC, GuatemalaGob, BArevalodeLeon",,dtransitopnc quieren mueva gente ver perdición chinautla transporte público igual zona zona puntos mixco ustedes van lento guatemalagob barevalodeleon,🤦🏻‍♀️,1
SilviaFern64384,@BlancaL21054134 @CrticaConstru20 @BArevalodeLeon En el infierno ha de estar,,"BlancaL21054134, CrticaConstru20, BArevalodeLeon",,barevalodeleon infierno,,0
ElmerLandazuri7,"@C_SMaldonado @el_pais @BArevalodeLeon Este pisado está bajo el yugo de Usaid y la Unión europea, bajo el yugo de los narquitos como el dipucaco Luis Aguirre y lo peor bajo el yugo de los narcos Mejicanos que financiaron su campaña y ya están tomando posición en el occidente del país.
Que talito?

🥸",,"C_SMaldonado, el_pais, BArevalodeLeon",,c smaldonado pais barevalodeleon pisado bajo yugo usaid unión europea bajo yugo narquitos dipucaco luis aguirre peor bajo yugo narcos mejicanos financiaron campaña tomando posición occidente país talito,🥸,1
Car_Pin_,"tal cual!
@msemillagt @BancadaSemilla @BArevalodeLeon @lahoragt @prensa_libre @EmisorasUnidas @soy_502 @concriteriogt @Ricigt1 @CanalAntigua @VoxPopuliGuate",,"msemillagt, BancadaSemilla, BArevalodeLeon, lahoragt, prensa_libre, EmisorasUnidas, soy_502, concriteriogt, Ricigt1, CanalAntigua, VoxPopuliGuate",ElQueNews,tal msemillagt bancadasemilla barevalodeleon lahoragt prensa libre emisorasunidas concriteriogt canalantigua voxpopuliguate,,0
ElQueNews,"#URGENTE  Sigue creciendo el descontento social contra Bernardo Arévalo, algunos sectores sociales lo comparan con Giammattei. Según Plaza Publica, es el presidente que más ha caído en apoyo popular en sus primeros meses.
#TraficoGT 
#ClimaGt 
@BArevalodeLeon 
@lucreciapeinado https://t.co/OidtlyGpvs","URGENTE, TraficoGT, ClimaGt","BArevalodeLeon, lucreciapeinado",,urgente sigue creciendo descontento social bernardo arévalo sectores sociales comparan giammattei según plaza publica presidente caído apoyo popular primeros meses traficogt climagt barevalodeleon lucreciapeinado,,0
ff4lexis,@guate_opina @BArevalodeLeon Sho net imbecil,,"guate_opina, BArevalodeLeon",,guate opina barevalodeleon sho net imbecil,,0
Sara20400400,"@GuatemalaGob @BArevalodeLeon Claro que fue fundamental, ellos fuero  uno de los causantes del FRAUDE. NO SE LE OLVIDE que usted fue impuesto por ellos, es presidente ILEGITIMO.",,"GuatemalaGob, BArevalodeLeon",,guatemalagob barevalodeleon claro fundamental fuero causantes fraude olvide usted impuesto presidente ilegitimo,,0
edwincko,@breynaldopolan1 @GuatemalaGob @jmenkos @BArevalodeLeon https://t.co/h3T0VvAVs2,,"breynaldopolan1, GuatemalaGob, jmenkos, BArevalodeLeon",,guatemalagob jmenkos barevalodeleon,,0
titabalarina,@BArevalodeLeon Tremendo Sinvergüenza!! https://t.co/qdCEURs3Vz,,BArevalodeLeon,,barevalodeleon tremendo sinvergüenza,,0
Col8_1,"@ElQueNews @BArevalodeLeon @FJimenezmingob Fácil, vengo y pago a grupos de la PNC o allegados a los corruptos y monto un NETCENTER para llamar a negocios y familias para extorcionarlos. En Guate todo es posible y hay malinches traidores de alto nivel.",,"ElQueNews, BArevalodeLeon, FJimenezmingob",,elquenews barevalodeleon fjimenezmingob fácil vengo pago grupos pnc allegados corruptos monto netcenter llamar negocios familias extorcionarlos guate posible malinches traidores alto nivel,,0
FLinaresB,"Esta es la realidad de Palín, Escuintla con el
Desgobierno de Semilla 🌱. https://t.co/dahTOu8z6F",,,,realidad palín escuintla desgobierno semilla,🌱,1
makima__j,"Jamás me arrepentiré de haber votado por @BArevalodeLeon 

El tema del fentanilo nunca se había tocado en el gobierno de gianmanetti y me atrevo a decir que junto a miguel fueron cómplices del trasciego de ese estupefaciente... (Ojalá la DEA venga pronto por esas ratas)",,BArevalodeLeon,FJimenezmingob,jamás arrepentiré haber votado barevalodeleon tema fentanilo nunca tocado gobierno gianmanetti atrevo decir junto miguel cómplices trasciego estupefaciente ojalá dea venga pronto ratas,,0
dimb502,@ialmgg @UbaldoMacu @MPguatemala @BancadaSemilla @BArevalodeLeon https://t.co/7G1Y4LZ782,,"ialmgg, UbaldoMacu, MPguatemala, BancadaSemilla, BArevalodeLeon",,ialmgg ubaldomacu mpguatemala bancadasemilla barevalodeleon,,0
dimb502,@ialmgg @BlancaL21054134 @UbaldoMacu @MPguatemala @BancadaSemilla @BArevalodeLeon Andas loca por Giammattei jajaja semillero maricon,,"ialmgg, BlancaL21054134, UbaldoMacu, MPguatemala, BancadaSemilla, BArevalodeLeon",,ialmgg ubaldomacu mpguatemala bancadasemilla barevalodeleon andas loca giammattei jajaja semillero maricon,,0
saloj_cesar,@ElQueNews @BArevalodeLeon El cara de perro quería que votáramos por Sandrita 😂,,"ElQueNews, BArevalodeLeon",,elquenews barevalodeleon cara perro quería votáramos sandrita,😂,1
