Username,rawTweet,hashtags,mentions,fromUser,clean_tweet,emojis_str,emoji_count
IsabelMan11,@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Quieren lumpiar la imagen de alguien que tuvo odio rn su corazón y que no demostró lo que tanto criticaba aún estándo como ministra mucho menos como diputada. La historia no se puede cambiar.,,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",,karinherreravp viceguatemala guatemalagob barevalodeleon quieren lumpiar imagen alguien odio rn corazón demostró criticaba aún estándo ministra menos diputada historia puede cambiar,,0
rodgt23,@BArevalodeLeon Gracias por el techo de lámina!,,BArevalodeLeon,,barevalodeleon gracias techo lámina,,0
MANINVISIBLE19,@RafaelAE1967 @GuatemalaGob @BArevalodeLeon @FelixSinExcusas Eras del Harem de yamagay lo muy menos!!!!! Aaajuuuuuaaaaa corruptos jajaja jajajaja jajaja jajajaja,,"RafaelAE1967, GuatemalaGob, BArevalodeLeon, FelixSinExcusas",,guatemalagob barevalodeleon felixsinexcusas harem yamagay menos aaajuuuuuaaaaa corruptos jajaja jajajaja jajaja jajajaja,,0
shadowpop8,@BArevalodeLeon Pero si remozar solo es pintar y hacer chapuces,,BArevalodeLeon,,barevalodeleon si remozar solo pintar hacer chapuces,,0
SW_JRH96,"@galindobarrera_ Es dificil que alguien que ha vivido del estado toda su vida como @BArevalodeLeon pueda hacer ese tipo de cambios. Es parte de la vieja política igual que Giammatei, Jimmy, etc.",,"galindobarrera_, BArevalodeLeon",,galindobarrera dificil alguien vivido toda vida barevalodeleon pueda hacer tipo cambios parte vieja política igual giammatei jimmy etc,,0
EsequielMo90988,"@GuatemalaGob @BArevalodeLeon Bernar Arévalo, deje las payasadas y póngase a trabajar. Páguele lo que les debe y que vuelen. Ya basta de tonterías.",,"GuatemalaGob, BArevalodeLeon",,guatemalagob barevalodeleon bernar arévalo deje payasadas póngase trabajar páguele debe vuelen basta tonterías,,0
jantolo,@FJimenezmingob @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob Se las hubiera guardado a @BArevalodeLeon y a @chatagira,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon, chatagira",,fjimenezmingob mingobguate pncdeguatemala diariodeca agn noticias radio tgw guatemalagob guardado barevalodeleon chatagira,,0
AlvaradoAnaite,@BArevalodeLeon Esos se construyeron en tiempo de Giama y Migue? 🤔,,BArevalodeLeon,,barevalodeleon construyeron tiempo giama migue,🤔,1
dvidx84,"@GuatemalaGob @BArevalodeLeon fueron sumamente importantes porque fueron los que impusieron a este señor como presidente 🇪🇺🇺🇸🇺🇳🌱🏴‍☠️

NADA es gratis para los extranjeros, ahora es tiempo de pagar deudas. Que ""florezca la primavera democratica""",,"GuatemalaGob, BArevalodeLeon",,guatemalagob barevalodeleon sumamente importantes impusieron señor presidente gratis extranjeros ahora tiempo pagar deudas florezca primavera democratica,🇪🇺 🇺🇸 🇺🇳 🌱 🏴‍☠️,5
skydragon99,"@BArevalodeLeon Y la gente sigue muriendo fuera de los hospitales, de que me sirve un centro de salud si el personal que lo atiende es una 💩💩 y nunca hay medicinas",,BArevalodeLeon,,barevalodeleon gente sigue muriendo hospitales sirve centro salud si personal atiende nunca medicinas,💩 💩,2
IsabellaPa92060,"@VicenteCarrera_ @BArevalodeLeon @C_SMaldonado @elpais_america Viva 🙌🏻 Arévalo, los corruptos llevan 8 meses haciendo asta lo imposible por botarlo pero , acá está mas firme y fuerte que nunca mi presidente ☺️😂",,"VicenteCarrera_, BArevalodeLeon, C_SMaldonado, elpais_america",,vicentecarrera barevalodeleon c smaldonado elpais america viva arévalo corruptos llevan meses haciendo asta imposible botarlo acá mas firme fuerte nunca presidente,🙌🏻 ☺️ 😂,3
VicenteCarrera_,"Yo sabía que no habrían cambios radicales; que enfrentar la corrupción enquistada en el Estado sería una lucha tenaz.

8 meses después, veo muchos @DrGiammattei obstruyendo el trabajo del gobierno de @BArevalodeLeon. Y se quieren hacer fuertes eligiendo magistrados corruptos.",,"DrGiammattei, BArevalodeLeon",,sabía cambios radicales enfrentar corrupción enquistada lucha tenaz meses después veo drgiammattei obstruyendo trabajo gobierno barevalodeleon quieren hacer fuertes eligiendo magistrados corruptos,,0
JesuisJoaquin,"@guate_opina @BArevalodeLeon Pasaron años los corruptos chupándole la sangre a Guatemala,los mismos que hoy tienen netcenteros de todo tipo queriendo meter en la mente de la gente que este gobierno es malo,que en 8 meses arreglaría la miseria quedejaron los corruptos perdedores.Hay gente que se deja engañar.",,"guate_opina, BArevalodeLeon",,guate opina barevalodeleon pasaron años corruptos chupándole sangre guatemala mismos hoy netcenteros tipo queriendo meter mente gente gobierno malo meses arreglaría miseria quedejaron corruptos perdedores gente deja engañar,,0
RafaelAE1967,"@_Newsgt @GuatemalaGob @BArevalodeLeon @FelixSinExcusas @DrGiammattei A mí? Jajaja jamás defendí a Giammattei y menos a su Erómeno, lo raro es que, si falla es culpa del gobierno, o gobiernos pasados, pero al inaugurar alguna obra, si dicen nosotros jajaja",,"_Newsgt, GuatemalaGob, BArevalodeLeon, FelixSinExcusas, DrGiammattei",,newsgt guatemalagob barevalodeleon felixsinexcusas drgiammattei jajaja jamás defendí giammattei menos erómeno raro si falla culpa gobierno gobiernos pasados inaugurar alguna obra si dicen jajaja,,0
edwadriperez,@UbaldoMacu @MPguatemala @usembassyguate @Almagro_OEA2015 @OEA_oficial @edgar_ortizgt @Alex_balsells @Guatemala Se sabe nacional e internacional que el Pacto  Corrupto quiere dar Golpe de Estado a @GuatemalaGob @BArevalodeLeon manteniendo cooptadas las estructuras del OJ y el MP.  Entonces madruguémoslos,,"UbaldoMacu, MPguatemala, usembassyguate, Almagro_OEA2015, OEA_oficial, edgar_ortizgt, Alex_balsells, Guatemala, GuatemalaGob, BArevalodeLeon",,ubaldomacu mpguatemala usembassyguate almagro oea oficial edgar ortizgt alex balsells guatemala sabe nacional internacional pacto corrupto quiere dar golpe guatemalagob barevalodeleon manteniendo cooptadas estructuras oj mp entonces madruguémoslos,,0
kroldegarcia,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA Capturados? Policia extorcionista eso es lo que son,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca capturados policia extorcionista,,0
lulicar4,"@cuatamermelada @FJimenezmingob @BArevalodeLeon Este borracho solo quejándose vive,,, mejor que RENUNCIE, inepto!",,"cuatamermelada, FJimenezmingob, BArevalodeLeon",,cuatamermelada fjimenezmingob barevalodeleon borracho solo quejándose vive mejor renuncie inepto,,0
_Newsgt,@RafaelAE1967 @GuatemalaGob @BArevalodeLeon @FelixSinExcusas Oye y qué no @DrGiammattei hizo mantenimiento total el año pasado ps? Te tienen cegado los novios homosexuales va.,,"RafaelAE1967, GuatemalaGob, BArevalodeLeon, FelixSinExcusas, DrGiammattei",,guatemalagob barevalodeleon felixsinexcusas oye drgiammattei hizo mantenimiento total año pasado ps cegado novios homosexuales va,,0
alexpatriotagt,"🇬🇹🚨 #INSEGURIDAD 🚨

El ILEGÍTIMO gobierno de Bernardo Arévalo y Karin Herrera, en contubernio con el borracho de Jiménez  delegan a EXTRANJEROS una vez más la seguridad de #Guatemala. 

Vende patria son.

Con razón los altos índices de violencia!!

@BArevalodeLeon
@KarinHerreraVP
@FJimenezmingob 
@CongresoGuate 
@MPguatemala 
@LigaProPatria 
@JeanLaeward 
@RealRodrigoPolo","INSEGURIDAD, Guatemala",BArevalodeLeon,frattigiovanni,inseguridad ilegítimo gobierno bernardo arévalo karin herrera contubernio borracho jiménez delegan extranjeros vez seguridad guatemala vende patria razón altos índices violencia barevalodeleon karinherreravp fjimenezmingob congresoguate mpguatemala ligapropatria jeanlaeward realrodrigopolo,🇬🇹 🚨 🚨,3
frattigiovanni,espias chavistas persiguiendo guatemaltecos pagados por ud y yo y contratados por el INCOMPETENTE del mingob !!! que talito ???!!!!!🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬 https://t.co/uI1eYI79ao,,,,espias chavistas persiguiendo guatemaltecos pagados ud contratados incompetente mingob talito,🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬 🤬,20
cuatamermelada,"Señor ministro @FJimenezmingob debería aprovechar para que le adiestren para dejar el guaro y deje de mentir, su incompetencia ya nos tiene aburridos de la incompetencia de @BArevalodeLeon mejor ni hablemos",,"FJimenezmingob, BArevalodeLeon",FJimenezmingob,señor ministro fjimenezmingob debería aprovechar adiestren dejar guaro deje mentir incompetencia aburridos incompetencia barevalodeleon mejor hablemos,,0
FJimenezmingob,"La “Escuela Centroamericana de Entrenamiento Canino K9” fue abandonada x el gobierno anterior. ❌

La potenciamos y ya ha finalizado el “1er. Curso Internacional de detección de Fentanilo” con la participación binomios K9 🐕 de C.A. 🇬🇹🇸🇻🇭🇳🇨🇷

@mingobguate 🤝@usembassyguate https://t.co/VB0do0US1O",,"mingobguate, usembassyguate",,escuela centroamericana entrenamiento canino abandonada x gobierno anterior potenciamos finalizado curso internacional detección fentanilo participación binomios c mingobguate usembassyguate,❌ 🐕 🇬🇹 🇸🇻 🇭🇳 🇨🇷 🤝,7
LineasFrescas,@malcabresto502 @ElQueNews @BArevalodeLeon @FJimenezmingob No defiendo más que las cifras y su interpretación.,,"malcabresto502, ElQueNews, BArevalodeLeon, FJimenezmingob",,elquenews barevalodeleon fjimenezmingob defiendo cifras interpretación,,0
ElOjoDelCerro,"@GuatemalaGob @BArevalodeLeon OEA servil al globalismo, no es una organización democrática pues nadie vota por ellos. Son un grupo de burócratas que apoyan ideas de izquierda. En Venezuela donde hay una crisis humanitaria no hicieron nada.",,"GuatemalaGob, BArevalodeLeon",,guatemalagob barevalodeleon oea servil globalismo organización democrática pues nadie vota grupo burócratas apoyan ideas izquierda venezuela crisis humanitaria hicieron,,0
Palenci4Ricard0,"@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA Excelente ministro. 
Bendiciones.",,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca excelente ministro bendiciones,,0
AuraPer75486154,@FJimenezmingob @BArevalodeLeon @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @DiariodeCA 👍👍👍👊👊👏👏💪💪,,"FJimenezmingob, BArevalodeLeon, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, DiariodeCA",,fjimenezmingob barevalodeleon mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob diariodeca,👍 👍 👍 👊 👊 👏 👏 💪 💪,9
AuraPer75486154,@FJimenezmingob @BArevalodeLeon @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob 👏👏👏👏👊👊👍👍👍,,"FJimenezmingob, BArevalodeLeon, mingobguate, PNCdeGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob",,fjimenezmingob barevalodeleon mingobguate pncdeguatemala diariodeca agn noticias radio tgw guatemalagob,👏 👏 👏 👏 👊 👊 👍 👍 👍,9
realchapin2,"@Ricigt1 Cuanto pagará @BArevalodeLeon a este @Ricigt1  por escribir y publicar solo muladas disfrazadas de saber que, porque trabajo de medio de comunicación no lo es,  solo es un pobre pasquín en busca de comida.",,"Ricigt1, BArevalodeLeon, Ricigt1",,cuanto pagará barevalodeleon escribir publicar solo muladas disfrazadas saber trabajo medio comunicación solo pobre pasquín busca comida,,0
glucas12345,"@ElQueNews @BArevalodeLeon @FJimenezmingob Si fuera cierto, ¿Significa que la corrupta fiscal ya está investigando esas extorsiones o anda rascándose la panza?",,"ElQueNews, BArevalodeLeon, FJimenezmingob",,elquenews barevalodeleon fjimenezmingob si cierto significa corrupta fiscal investigando extorsiones anda rascándose panza,,0
IsabellaPa92060,"@guate_opina @BArevalodeLeon 😅🤣🤣😂😂😂😂 ah netceter más 💩 estos porque no tienen sus Tanates bien puestos y hablan con la verdad toda esta violencia de 💩 es gracias a un pueblo cobarde y acomodado , que x 30 años han estado dándoles de hartar a sus propios asesinos al pacto de corruptos",,"guate_opina, BArevalodeLeon",,guate opina barevalodeleon ah netceter tanates bien puestos hablan verdad toda violencia gracias pueblo cobarde acomodado x años dándoles hartar propios asesinos pacto corruptos,😅 🤣 🤣 😂 😂 😂 😂 💩 💩,9
Manima59,"@QuiqueGodoy Desde OPM se viene abusando del estado, con Giammattei llegó a niveles intolerables. Con semilla quisieramos acciones contundentes, esa desesperación la aprovechan netcenters y corruptos para pintar a @BArevalodeLeon como blando. Era obvio que reconstruir tomara muchos años.",,"QuiqueGodoy, BArevalodeLeon",,quiquegodoy opm viene abusando giammattei llegó niveles intolerables semilla quisieramos acciones contundentes desesperación aprovechan netcenters corruptos pintar barevalodeleon blando obvio reconstruir tomara años,,0
QuiSemperRidet,@FJimenezmingob @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob Para que las quitan si @BArevalodeLeon fuma marihuana enfrente de los niños,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",,fjimenezmingob mingobguate pncdeguatemala diariodeca agn noticias radio tgw guatemalagob quitan si barevalodeleon fuma marihuana enfrente niños,,0
Saulova96765150,@C_SMaldonado @el_pais @BArevalodeLeon 🤣🤣🤣🤣🤣 crédulos. https://t.co/kXjqevPfL0,,"C_SMaldonado, el_pais, BArevalodeLeon",,c smaldonado pais barevalodeleon crédulos,🤣 🤣 🤣 🤣 🤣,5
PapaAbuMario,@jczamora @el_Periodico @PrensaComunitar @lahoragt @PlazaPublicaGT @cmendeza @JLFont001 @mmendoza_GT @MarielosMonzon @BArevalodeLeon @OJGuatemala @PacoGoldman NO ME DEFIENDAS COMPADRE...,,"jczamora, el_Periodico, PrensaComunitar, lahoragt, PlazaPublicaGT, cmendeza, JLFont001, mmendoza_GT, MarielosMonzon, BArevalodeLeon, OJGuatemala, PacoGoldman",,jczamora periodico prensacomunitar lahoragt plazapublicagt cmendeza mmendoza gt marielosmonzon barevalodeleon ojguatemala pacogoldman defiendas compadre,,0
_Mafaldologa,"¿Es ésta la página oficial del Diario de Centro América? 
¿No tienen notas más ad hoc a la cuenta que publicar?
@BArevalodeLeon @santipalomov @GuerreroGarnica https://t.co/KZcnK3N5YY",,"BArevalodeLeon, santipalomov, GuerreroGarnica",,ésta página oficial diario centro américa notas ad hoc cuenta publicar barevalodeleon santipalomov guerrerogarnica,,0
BrenerGamez,"@BArevalodeLeon  como le hace para que llueva tanto ese don es único 
O como controla las saturación del suelo me impresiona presidente.",,BArevalodeLeon,Carlos_Hoffman_,barevalodeleon hace llueva don único controla saturación suelo impresiona presidente,,0
Carlos_Hoffman_,"Este gobierno se supera! del ""Gran Cañón de Palín"", ahora nos trae ""paseo en submarino"", ni el IRTRA tiene atracciones tan extremas!",,,,gobierno supera gran cañón palín ahora trae paseo submarino irtra atracciones tan extremas,,0
maurinewyork,"@UbaldoMacu @MPguatemala MP COOPTADO✔️
CC COOPTADA✔️
CSJ COOPTADA✔️
Te seguirán manteniendo ATADO  @BArevalodeLeon !!!",,"UbaldoMacu, MPguatemala, BArevalodeLeon",,ubaldomacu mpguatemala mp cooptado cc cooptada csj cooptada seguirán manteniendo atado barevalodeleon,✔️ ✔️ ✔️,3
elliot_gt,@VicenteCarrera_ @Sandra_JovelP @UCLCGt @mingobguate @FJimenezmingob @GuatemalaGob @BArevalodeLeon https://t.co/paNKfWavhr,,"VicenteCarrera_, Sandra_JovelP, UCLCGt, mingobguate, FJimenezmingob, GuatemalaGob, BArevalodeLeon",,vicentecarrera sandra jovelp uclcgt mingobguate fjimenezmingob guatemalagob barevalodeleon,,0
Danyhgonzalez,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA A Sandra Jovel le molestan esos resultados porque esta acostumbrada a valerse de la delincuencia para promoverse políticamente.,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca sandra jovel molestan resultados acostumbrada valerse delincuencia promoverse políticamente,,0
LapiceroBicRojo,"@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA Bien, pero falta lo más difícil. Que el MP haga su trabajo.",,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca bien falta difícil mp haga trabajo,,0
karen_sant35047,"@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA la policia no tiene ni fuerza en esos lugares los que mandan son los bolos o dueños de bares, cantinas o ventas ambulantes de licor",,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca policia fuerza lugares mandan bolos dueños bares cantinas ventas ambulantes licor,,0
karen_sant35047,"@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA Les dieron las 12 de la noche y la policia paso haciendo su ""ronda"" como a las 9.15pm con la bocina y la cantinaocn 10-59 4calle 10avenida z11 Roosevelt siguio vendiendo hasta la media noche sin nadie que les dijeran nada pasar por esos lugares es imposible gente que ni vecina es",,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca dieron noche policia paso haciendo ronda bocina cantinaocn roosevelt siguio vendiendo media noche nadie dijeran pasar lugares imposible gente vecina,,0
arronchopa,@GuatemalaGob @BArevalodeLeon Hubo FRAUDE,,"GuatemalaGob, BArevalodeLeon",,guatemalagob barevalodeleon fraude,,0
karen_sant35047,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @GuatemalaGob @BArevalodeLeon @DiariodeCA El fin de semana la policia desaparecida todo el día por ventas ambulantes de licor de la 4calle de 9 a 10avenida zona 11 Roosevelt hasta la noche se apareciereon y lo peor ni rosca hacían hubo un rato que les gritaron que se callaran y se reían.  Hubieron peleas de todo y nada,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, GuatemalaGob, BArevalodeLeon, DiariodeCA",,fjimenezmingob mingobguate pncdeguatemala dtransitopnc spguatemala guatemalagob barevalodeleon diariodeca fin semana policia desaparecida día ventas ambulantes licor zona roosevelt noche apareciereon peor rosca hacían rato gritaron callaran reían peleas,,0
JuanCar79476492,@BArevalodeLeon solo la pintura no cura.,,BArevalodeLeon,,barevalodeleon solo pintura cura,,0
